基金代码,基金名称,1月(%) (总回报率),3月(%) (总回报率),6月(%) (总回报率),1年(%) (年化回报率),2年(%) (年化回报率),今年以来(%) (总回报率),设立以来(%)(总回报率),类型
213008,宝盈资源优选混合,-9.51,-14.73,-24.62,-30.21,-25.46,-29.09,54.88,混合型
002142,博时外延增长主题灵活配置混合,-4.47,-9.98,-16.04,-13.43,5.55,-16.85,23.67,混合型
000021,华夏优势增长混合,-9.46,-15.86,-20.13,-29.28,-10.44,-26.24,170.46,混合型
001380,鹏华弘盛灵活配置混合C,-1.81,-3.72,-3.76,-1.44,2.32,-3.12,52.63,混合型
020010,国泰金牛创新成长混合,-10.93,-12.41,-15.96,-20.62,-7.45,-23.48,105.87,混合型
270005,广发聚丰混合,-15.46,-22.19,-26.55,-35.29,-16.92,-32.32,299.11,混合型
320011,诺安中小盘精选混合,-7.38,-9.87,-11.64,-13.32,-0.29,-15.56,168.31,混合型
002955,融通新趋势灵活配置混合,-8.83,-14.74,-22.17,-27.04,-15.06,-24.84,-27.7,混合型
000590,华安新活力灵活配置混合,-1.67,-2.01,-0.98,1.95,4.54,1.95,41.1,混合型
005217,建信福泽安泰混合(FOF),-2.05,-3.3,-3.35,0,0,-4.06,-3.41,混合型
090001,大成价值增长混合,-8.69,-14.58,-18.83,-20.62,-9.98,-21.4,546.26,混合型
003567,华夏行业景气混合,-4.96,-9.03,-11.05,-14.26,0,-14.81,-5.09,混合型
690004,民生加银稳健成长混合,-11.72,-17.56,-16.13,-13.63,3.67,-12.93,39.4,混合型
004429,南方文旅休闲灵活配置混合,-8.45,-13.2,-10.8,-7.88,0,-9.03,-4.75,混合型
519688,交银施罗德精选混合,-8.12,-12.3,-14.74,-13.61,0.57,-15.19,480.39,混合型
090013,大成竞争优势混合,-8.77,-18.21,-23.41,-22.69,-1.7,-28.56,88.55,混合型
005225,广发量化多因子灵活配置混合,-8.6,-13.05,-15.15,0,0,-15.71,-15.71,混合型
001254,泰达宏利新起点灵活配置混合A,-7.69,-8.48,-11.6,-16.23,-4.79,-16.59,-4,混合型
003477,南方睿见定期开放混合,-1.27,-1.55,-1.36,-0.2,0,1.1,1.3,混合型
002931,南方荣毅定期开放混合,0.29,0.67,1.55,3.26,1.77,4.6,4.6,混合型
000083,汇添富消费行业混合,-17.2,-19.25,-16.29,-18.51,6.88,-21.28,164.2,混合型
004278,东方红智逸沪港深定期开放混合,-3.17,-5.17,-4.06,-2.56,0,-5.36,9.04,混合型
005434,鹏华睿投灵活配置混合,-11.09,-15.87,0,0,0,-18.97,-18.97,混合型
163807,中银优选混合,-8.84,-12.7,-16.22,-19.86,1.8,-20.73,105.44,混合型
550002,信诚精萃成长混合,-11.24,-17.82,-21.32,-26.92,-6.76,-27.21,209.84,混合型
000850,汇丰晋信双核策略混合C,-6.45,-9.57,-14.01,-12.9,3.1,-13.08,82.17,混合型
001712,东方红优势精选灵活配置混合,-10.23,-16.85,-18.09,-19.52,7.45,-20.96,15,混合型
162203,泰达宏利价值优化型稳定类行业混合,-12.3,-14.43,-14.34,-15.62,4.59,-18.81,400.94,混合型
002161,银华万物互联灵活配置混合,-10.16,-15.97,-18.37,-21.14,0,-22.79,-11.6,混合型
001364,大成景润灵活配置混合,-14.61,-22.22,-30,-31.02,0,-28.66,-29.3,混合型
550016,信诚至远灵活配置混合C,-0.34,-1.91,-2.85,34.14,0,34.59,39.42,混合型
005901,诺安汇利灵活配置混合A,-0.56,0.41,0,0,0,0.43,0.43,混合型
519983,长信量化先锋混合A,-12.08,-18.26,-21.73,-29.28,-20.86,-27.52,69.98,混合型
001908,国投瑞银境煊灵活配置混合C,-0.86,-2.01,-0.47,0,0,0.76,7.05,混合型
260104,景顺长城内需增长混合,-16.16,-22.32,-19.11,-25.67,-9.23,-27.48,657.67,混合型
002615,中银颐利灵活配置混合C,-5.27,-3.64,-2.96,-2.81,2.58,-3.27,5.53,混合型
005865,浦银安盛量化多策略灵活配置混合A,0.71,0,0,0,0,0.75,0.75,混合型
005095,国泰量化成长优选混合A,-12.39,-20.41,0,0,0,-25.39,-25.39,混合型
001706,诺安积极回报灵活配置混合,-1.03,0.19,1.45,2.63,2.52,2.83,5.2,混合型
006397,长信内需成长混合E,-13.68,0,0,0,0,-12.63,-12.63,混合型
165512,信诚新机遇混合(LOF),-6.51,-8.42,-9.93,-14.8,0.86,-13.41,122.37,混合型
003813,泰康金泰回报3个月定期开放混合,-0.84,-2.5,-0.64,1.57,0,1.08,3.96,混合型
005819,国泰优势行业混合,-9.02,-12.51,0,0,0,-14.71,-14.71,混合型
004235,中欧价值智选回报混合C,-3.34,-5.72,-3.12,-8.21,0,-8.03,-11.83,混合型
000117,广发轮动配置混合,-14.54,-22.11,-20.28,-36.46,-15.36,-32.91,15.2,混合型
002031,华夏策略混合,-9.38,-11.85,-11.91,-16.88,-2.9,-16.47,295.2,混合型
005742,南方成安优选灵活配置混合,-9.3,-13.75,-14.54,0,0,-14.52,-14.52,混合型
100016,富国天源沪港深平衡混合,-8.46,-10.4,-20.05,-23.8,-1.27,-26.49,1.42,混合型
519704,交银施罗德先进制造混合,-9.97,-11.56,-15.13,-19.97,-2.75,-19.23,153.63,混合型
002125,广发新兴成长灵活配置混合,-16.47,-24.43,-28.36,-37.23,0,-37.04,-36.6,混合型
003484,金鹰鑫益灵活配置混合A,-3.35,-5.09,-5.61,-2.86,0,-0.27,1.41,混合型
070021,嘉实主题新动力混合,-10.55,-13.13,-21.57,-26.65,-11.94,-22.35,17.8,混合型
005484,中欧睿选定期开放灵活配置混合,0.07,0,0,0,0,0.14,0.15,混合型
519710,交银施罗德策略回报灵活配置混合,-12.74,-20.38,-17.45,-21.85,0.44,-23.88,1.64,混合型
003279,融通沪港深智慧生活灵活配置混合,-5.49,-9.08,-9.39,-12.1,0,-14.15,-6.53,混合型
002388,天弘裕利灵活配置混合A,0.3,0.71,3.32,5.57,5.29,5,13.26,混合型
002682,金鹰元和灵活配置混合C,-0.24,-3.37,0,0,0,-7.91,-7.91,混合型
005280,安信稳健阿尔法定期开放混合,0.06,-1.05,-1.12,0,0,-0.6,-0.49,混合型
001067,鹏华弘盛灵活配置混合A,-1.79,-3.69,-3.71,-1.34,2.34,-3.03,16.56,混合型
163809,中银蓝筹混合,-13.44,-18.27,-23.59,-28.3,-5.3,-24.02,8.89,混合型
004740,中欧瑞丰灵活配置混合C,-9,-11.81,-15.4,-23.87,0,-23.82,-19.49,混合型
004183,富国产业升级混合,-13.87,-18.34,-20.1,-24.12,0,-27.36,-10.84,混合型
004514,鹏华新科技传媒灵活配置混合,-10.32,-15.23,-19.89,-24.9,0,-25.33,-22.83,混合型
000126,招商安润保本混合,-0.77,-0.77,0.1,0,0.54,0.49,38.16,混合型
630016,华商价值共享灵活配置混合,-11,-18.71,-27.83,-33.33,-12.36,-30.66,78.78,混合型
162102,金鹰中小盘精选混合,-9.27,-12.82,-16.88,-22.86,-11.39,-19.77,275.32,混合型
001222,鹏华外延成长灵活配置混合,-11.55,-17.46,-17.46,-23.93,-0.97,-24.46,-23.4,混合型
001320,工银丰盈回报灵活配置混合,-4.82,-7.24,-10.6,-14.17,-3.09,-14.4,-1.3,混合型
398021,中海能源策略混合,-8.55,-17.91,-22.64,-34.27,-9.25,-34.66,-16.92,混合型
210005,金鹰主题优势混合,-7.53,-13.42,-19.77,-24.24,-10.51,-20.69,-10.3,混合型
000480,东方红新动力灵活配置混合,-10.59,-16.03,-19.51,-22.43,-0.35,-22.37,111.31,混合型
160607,鹏华价值优势混合(LOF),-11.3,-21.2,-25.07,-26.27,-5.28,-29.64,273.38,混合型
000136,民生加银策略精选灵活配置混合,-5.5,-9.57,-13.78,-16.42,-5.54,-14.7,122.27,混合型
005519,银华混改红利灵活配置混合,-3.89,-9.72,0,0,0,-12.3,-12.3,混合型
160220,国泰民益灵活配置混合(LOF)A类,-6.12,-9.66,-13.63,0,0,-15.87,-15.82,混合型
240008,华宝收益增长混合,-8.85,-15.69,-18.07,-29.21,-15.09,-25.13,317.43,混合型
210003,金鹰行业优势混合,-10.34,-16.83,-22.92,-26.26,-8.03,-25.05,19.97,混合型
200001,长城久恒灵活配置混合,-9.79,-14.31,-20.48,-29.05,-13.87,-24.74,217.14,混合型
001763,广发多策略灵活配置混合,-6.34,-14.1,-13.07,-19.88,-8.54,-15.02,-20.2,混合型
002837,华夏网购精选灵活配置混合,-10.62,-15.5,-20.12,-26.36,0,-25.07,-22.6,混合型
000020,景顺长城品质投资混合,-10.17,-20.05,-25.09,-28.07,-1.88,-25.84,64.64,混合型
161722,招商丰泰灵活配置混合(LOF),-10.42,-18.74,-18.81,-19.02,-5.8,-18.88,-4.6,混合型
004424,汇添富文体娱乐主题混合,-4.99,-6.34,0,0,0,-5.68,-5.68,混合型
005360,汇安资产轮动灵活配置混合,-0.72,-5.57,-5.21,0,0,-11.38,-11.35,混合型
000727,融通健康产业灵活配置混合,-14.94,-23.67,-27.65,-22.13,-14.05,-18.38,-15.2,混合型
000030,长城久利保本混合,0.19,0.53,1.94,1.25,1.41,1.74,92.68,混合型
005014,泰康景泰回报混合A,-3.31,-4.24,-2.87,0,0,-4.19,-4.07,混合型
002527,南方安享绝对收益策略定期开放混合,-0.98,-1.59,-2.69,-4.71,-3.38,-5.51,-6.27,混合型
240002,华宝宝康灵活配置,-7.96,-11.62,-14.88,-17.84,-6.7,-17.06,402.17,混合型
519050,海富通安颐收益混合A,-3.41,-3.88,-3.25,-2.73,3.12,-3.02,46.95,混合型
166023,中欧瑞丰灵活配置混合A,-8.96,-11.7,-15.18,-23.49,0,-23.51,-18.99,混合型
002225,长城新视野混合A,0.36,0.54,5.27,5.06,4.04,3.24,7.06,混合型
213006,宝盈核心优势灵活配置混合A,-8.58,-20.67,-27.58,-26.28,-15.94,-26.71,72.93,混合型
005352,鹏扬景泰成长混合A,-8.55,-11.39,-14.35,0,0,-19.14,-19.14,混合型
161222,国投瑞银瑞利灵活配置混合(LOF),-8.72,-10.64,-12.86,-15.47,0,-15.75,3.82,混合型
001007,国联安鑫安灵活配置混合,-17.03,-24.75,-24.92,-27.56,-11.17,-28.87,-10.59,混合型
002610,博时黄金ETF联接A,4.05,2.42,1.63,0.61,-0.57,0.7,-2.74,混合型
002416,招商丰利灵活配置混合C,-5.09,-7.16,-10.56,-14.08,-7.89,-14.37,-10.32,混合型
002945,大成盛世精选灵活配置混合,-9.45,-16.59,-25.1,0,0,-28.1,-28.1,混合型
320018,诺安新动力混合,-5.45,-5.92,-8.76,-9.69,-4.13,-13.22,68.44,混合型
000199,国泰策略收益灵活配置混合,-7.57,-10.49,-15.82,-23.65,-12.99,-23.49,7.5,混合型
003147,大成动态量化配置策略混合,-7.31,-9.57,-16.16,-24.98,-11.28,-23.06,-21.27,混合型
004044,金鹰转型动力灵活配置混合,-4.44,-14.54,-12.13,0,0,-17.13,-17.44,混合型
000877,华泰柏瑞量化优选灵活配置混合,-8.79,-10.81,-13.37,-20.2,1.61,-18.34,40.65,混合型
001650,工银丰收回报灵活配置混合A,-0.99,-0.36,0.36,1.85,3.69,1.1,10.2,混合型
005115,国泰量化价值精选混合A,-7.89,-10.71,0,0,0,-11.32,-11.32,混合型
005866,浦银安盛量化多策略灵活配置混合C,-0.21,0,0,0,0,-0.22,-0.22,混合型
000196,工银瑞信保本3号混合B,-0.1,0.68,1.47,3.18,1.63,3.39,38.5,混合型
005571,中银证券新能源灵活配置混合A,-6.71,0,0,0,0,-5.96,-5.96,混合型
530011,建信内生动力混合,-10.04,-12.09,-15.17,-19.05,-0.69,-21.13,46.81,混合型
000672,工银绝对收益策略混合B,-5.29,-6.7,-5.65,-7.22,-2.5,-6.88,0.2,混合型
020023,国泰事件驱动策略混合,-14.06,-21.3,-27.7,-33.06,-6.96,-33.62,82.2,混合型
004457,光大保德信多策略智选18个月定期开放混合,-1.78,-2.65,-5.63,-5.79,0,-7.8,3.21,混合型
000547,建信健康民生混合,-9,-12.42,-16.67,-27.16,-8.76,-23.62,74.9,混合型
206009,鹏华新兴产业混合,-6.41,-13.93,-17.91,-17.88,-4.98,-17.56,103.99,混合型
002367,国联安安稳灵活配置混合,-8.55,-12.84,-18.21,0,0,-20.8,-20.8,混合型
161605,融通蓝筹成长混合,-7.69,-12.22,-17.68,-19.84,-7.55,-20.09,263.32,混合型
610007,信达澳银消费优选混合,-12.94,-19.26,-27.63,-31.86,-16.2,-31.14,23.1,混合型
004737,富国新优享灵活配置混合A,-1.81,-1.47,0.1,2.48,0,0.84,5.95,混合型
001247,华泰柏瑞新利灵活配置混合A,-0.07,-0.14,0.05,0.41,3.01,0.33,12.22,混合型
162607,景顺长城资源垄断混合(LOF),-9.84,-18.43,-22.85,-26.48,-2.65,-24.31,282.81,混合型
005358,东方阿尔法精选灵活配置混合A,-7.6,-10.78,-14.51,0,0,-16.4,-16.4,混合型
002703,长城久源保本混合,0.22,0.55,2.2,3.72,2.2,3.83,4.76,混合型
002686,中欧丰泓沪港深灵活配置混合C,-11.82,-17.32,-13.7,-15.35,0,-16.25,0.73,混合型
000058,国联安保本混合,0.21,0.64,1.19,3.01,1.38,2.82,20.65,混合型
002085,长盛互联网+主题灵活配置混合,-10.41,-11.66,-12.71,-15.93,-5.66,-20.42,-4.5,混合型
213002,宝盈泛沿海区域增长混合,-6.82,-12.14,-16.54,-24.67,-14.42,-23.83,96.88,混合型
005251,银华多元动力灵活配置混合,-7.39,-10.37,-14.44,0,0,-17.64,-17.23,混合型
002252,融通成长30灵活配置混合,-10.49,-19.6,-24.89,-18.44,-8.89,-17.24,-15.5,混合型
002208,博时境源保本混合A,0.09,-0.66,0.09,1.93,1.8,1.54,5.8,混合型
001157,国联安睿祺灵活配置混合,0,0.01,0.41,4.13,4,1.89,15.73,混合型
002793,景顺长城顺益回报混合C,-1.61,-1.89,-1.09,-4.07,0,-2.75,6.71,混合型
398001,中海优质成长混合,-12.55,-19,-23.57,-33.11,-10.91,-33.17,287.8,混合型
519929,长信电子信息行业量化灵活配置混合,-11.01,-17.68,-23.32,-35.41,-23.9,-30.22,-41.8,混合型
000609,华商新量化灵活配置混合,-11.23,-15.6,-21.91,-24.24,-10.88,-23.29,34.55,混合型
005335,浙商全景消费混合,-6.07,-11.77,-9.62,0,0,-10.95,-10.94,混合型
005053,银河量化价值混合,-9.33,-11.48,-12.57,-20.13,0,-20,-19.96,混合型
001534,华宝万物互联灵活配置混合,-12.5,-16.92,-20.91,-22.77,-9.76,-22.5,-34.2,混合型
590008,中邮战略新兴产业混合,-8.74,-13.08,-23.91,-27.63,-26.84,-13.3,179.7,混合型
002269,银华大数据灵活配置定期开放混合,-8.04,-13.75,-17.37,-25.45,-13.52,-24.49,-29.1,混合型
000190,中银新回报灵活配置混合,-1.07,-1.37,0.25,3.15,6.07,1.37,17.62,混合型
003476,南方安颐混合,-2.8,-3.01,-2.52,-3.19,0,-2.23,-1.55,混合型
160624,鹏华消费领先灵活配置混合,-15.25,-22.11,-18.58,-26.27,-6.98,-26.54,27.08,混合型
003150,中欧睿诚定期开放混合A,-1.88,-2.69,-3.52,-0.71,0,-2.24,2.03,混合型
005609,富国军工主题混合,-11.41,-14.26,-18.56,0,0,-21.22,-21.22,混合型
004091,博时沪港深价值优选灵活配置混合A,-9.08,-17.99,-17.93,-19.09,0,-19.34,-0.71,混合型
002207,前海开源金银珠宝主题精选灵活配置混合C,-2.53,-9.08,-19.18,-19.18,-19.64,-19.77,-22.28,混合型
005156,嘉实领航资产配置混合(FOF)A,-0.79,-1.72,-1.6,-4.31,0,-4.73,-4.31,混合型
001272,兴业聚利灵活配置混合,-6.22,-10.87,-20.75,-32.75,-13.38,-28.34,11.5,混合型
460009,华泰柏瑞量化先行混合,-10.72,-16.37,-20.58,-26.29,-5.49,-24.08,54.35,混合型
519690,交银施罗德稳健配置混合A,-8.29,-14.53,-13.81,-19.42,8.4,-20.74,405.21,混合型
002419,汇添富盈安保本混合,-0.66,-1.31,-0.85,0.38,2.17,-0.38,7.4,混合型
110009,易方达价值精选混合,-10.53,-13.1,-17.69,-22.7,-5.54,-20.96,248.05,混合型
090016,大成消费主题混合,-10.06,-18.1,-17.81,-20.14,-11.08,-19.13,-11.71,混合型
005261,银华稳健增利灵活配置混合C,-9.47,-11.71,-15.8,0,0,-25.29,-25.27,混合型
070017,嘉实量化阿尔法混合,-8.71,-13.11,-21.24,-27.88,-15.37,-25.58,27.79,混合型
519694,交银施罗德蓝筹混合,-7.18,-11.2,-10.61,-11.4,1.15,-11.26,9.05,混合型
005847,富国沪港深业绩驱动混合,-5.1,-5.2,0,0,0,-5.2,-5.2,混合型
001662,创金合信沪港深研究精选灵活配置混合,-5.78,-7.15,-11.9,-21.61,-5.01,-18.62,-10.4,混合型
003397,银华体育文化灵活配置混合,-10.99,-16.95,-20.89,-24.12,0,-26.17,-18.2,混合型
001743,诺安优选回报灵活配置混合,-0.66,-0.1,1.26,2.25,2.27,2.55,4.7,混合型
001345,富国新收益灵活配置混合A,-1.74,-1.65,-0.35,-0.09,4.03,0.09,13.1,混合型
112002,易方达策略成长二号混合,-15.53,-19.2,-24.9,-30.88,-10.77,-30.01,128.06,混合型
000649,长城久鑫灵活配置混合,-1.77,-2.54,0,0,0,-3.15,-3.15,混合型
003059,长信先利半年定期开放混合,-0.78,-1.09,-1.13,-1.95,-2.46,-1.08,-4.12,混合型
040004,华安宝利配置混合,-7.51,-11.47,-14.57,-16.84,-8.81,-18.58,676.82,混合型
004986,鹏华策略回报灵活配置混合,-21.14,-27.67,-27,-22.49,0,-24.55,-15.06,混合型
005198,工银瑞信沪港深精选灵活配置混合C,-9.75,-14.47,-11.18,0,0,-17.02,-16.48,混合型
005129,富国金利定期开放混合A,0.34,0.97,1.22,0,0,2.47,2.5,混合型
000354,长盛城镇化主题混合,-10.18,-16.5,-20.45,-32.75,-16.62,-27.32,41.03,混合型
020005,国泰金马稳健混合,-18.28,-23.03,-20.03,-23.97,-0.75,-26.38,276.4,混合型
001298,金鹰民族新兴灵活配置混合,-3.15,-13.97,-16.07,-16.96,-7.48,-20.41,-13.8,混合型
005504,汇添富沪港深大盘价值混合,-11.7,-15.23,-15.46,0,0,-18.1,-18.1,混合型
162204,泰达宏利行业精选混合,-11.72,-15.07,-19.91,-24.33,-4.98,-25.13,345.7,混合型
001531,招商安益灵活配置混合,-5.44,-11.07,0,0,0,-10.55,-10.55,混合型
161224,国投瑞银新丝路灵活配置混合(LOF),-6.97,-9.95,-18.36,-24.76,-13.48,-20.1,-8.86,混合型
001704,国投瑞银进宝灵活配置混合,-9.36,-16.97,-24.69,-20.11,0,-23.29,-19.88,混合型
005883,华宝港股通香港精选混合,-2.8,-2.89,0,0,0,-2.73,-2.72,混合型
002593,富国美丽中国混合,-8.14,-10.97,-10.97,-8.66,7.87,-11.46,23.23,混合型
005498,银华积极成长混合,-10.19,-15.5,-18.81,0,0,-18.98,-18.98,混合型
002399,华安安禧灵活配置混合C,0,0,0,0,0,-0.04,-0.04,混合型
002293,南方益和保本混合,-1.29,-1.74,-1.02,-0.19,2.02,-0.28,7,混合型
002216,易方达量化策略精选灵活配置混合A,-13.42,-19.28,-22.34,0,0,-28.47,-28.4,混合型
001173,中欧瑾和灵活配置混合A,-3.39,-4.32,-8.03,-11.3,-5.06,-9.86,-0.3,混合型
002831,国投瑞银瑞宁灵活配置混合,-0.49,-1.75,-0.88,-0.88,0.6,-1.56,1.1,混合型
630006,华商产业升级混合,-12.1,-15.72,-26.13,-33.11,-11.53,-31.6,10.36,混合型
570001,诺德价值优势混合,-13.53,-22.1,-22.44,-24.61,1.09,-25.18,39.09,混合型
519127,浦银安盛盛世精选灵活配置混合A,-3.79,-4.9,-3.98,-3.98,0.69,-4.51,39.8,混合型
003411,鹏华弘康灵活配置混合A,-0.49,-0.17,0.58,-0.79,1.34,-0.76,2.85,混合型
000551,信诚幸福消费混合,-14.47,-23.43,-29.86,-36.07,-14.01,-35.17,29.4,混合型
001985,富国低碳新经济混合,-11.32,-14.68,-24.91,-22.83,-2.98,-24.7,5.8,混合型
001152,融通新区域新经济灵活配置混合,-7.02,-11,-13.98,-21.54,-13.86,-18.92,-56.3,混合型
003655,信达澳银新财富灵活配置混合,-10.92,-14.61,-16.26,-17.71,0,-16.68,-1.66,混合型
005797,嘉实新添荣定期开放灵活配置混合C,-0.51,-1.05,-0.41,0,0,-0.4,-0.39,混合型
002004,工银瑞信新机遇灵活配置混合C,-12.57,-16.67,-18.27,-24.85,0,-23.65,-23.5,混合型
002137,诺安利鑫灵活配置混合,-4.18,-6.61,-10.09,0,0,3.41,3.51,混合型
001227,中邮信息产业灵活配置混合,-7.69,-11.89,-19.75,-23.52,-22.54,-8.2,-49.6,混合型
519212,万家宏观择时多策略灵活配置混合,-4.71,-5.24,-15.39,-11.23,0,-14.18,-4.42,混合型
121010,国投瑞银瑞源灵活配置混合,-4.65,-7.09,-6.64,0,0,-6.24,-6.24,混合型
001276,建信新经济灵活配置混合,-5.87,-13.55,-19.19,-22.43,-7.69,-21.79,-34.3,混合型
000966,中邮核心科技创新灵活配置混合,-5.85,-12.72,-16.51,-19.74,-9.48,-17.03,-21.1,混合型
005732,富国臻选成长灵活配置混合,-1.8,0,0,0,0,-1.14,-1.14,混合型
161706,招商优质成长混合(LOF),-12.5,-14.36,-17.75,-25.99,-8.62,-27.46,310.82,混合型
519949,长信利信灵活配置混合,-1.42,-3.2,-3.58,-3.93,0,-3.87,2.7,混合型
420005,天弘周期策略混合,-11.24,-17.31,-19.02,-27.12,-7.26,-25.05,54.6,混合型
001373,易方达新丝路灵活配置混合,-17.69,-23.73,-24.46,-24.91,-5.24,-25.79,-36.7,混合型
001744,诺安进取回报灵活配置混合,-5.9,-9.21,-13.34,-16.16,-5.08,-15.92,-9.9,混合型
001800,华安新乐享灵活配置混合,-0.87,0,0,0,0,-0.89,-0.89,混合型
005449,华夏行业龙头混合,-14.14,-17.41,-18.23,0,0,-20.36,-20.36,混合型
005664,鹏扬景欣混合A,-0.84,-1.18,0,0,0,0.67,0.67,混合型
001905,华安安益灵活配置混合,-2.99,-4.45,0,0,0,-6.76,-6.76,混合型
110013,易方达科翔混合,-9.97,-15.12,-21.95,-24.25,-3.17,-22.28,243.19,混合型
620007,金元顺安优质精选灵活配置混合A,-5.54,-9.82,-13.8,-19.15,0,-18.59,-19.22,混合型
003697,华夏睿磐泰盛六个月定期开放混合,-0.76,-1.81,-3.01,-3.17,0,-3.24,-1.14,混合型
004143,招商盛合灵活配置混合C,-6.6,-9.81,-12.73,-16.61,0,-16.08,-16.48,混合型
000124,华宝服务优选混合,-12.48,-16.86,-20.59,-23.04,-10.99,-22.23,52.31,混合型
560006,益民核心增长混合,-7.06,-7.55,-8.73,-15.72,-8.98,-16.07,21.2,混合型
004359,创金合信量化核心混合A,-8.99,-10.01,-12.2,-13.94,0,-14.92,-4.4,混合型
004648,南方安睿混合,-1.84,-2.99,-2.39,-1.22,0,-1.16,0.06,混合型
001648,工银瑞信新价值灵活配置混合,-11.28,-15.14,-16.77,-23.4,0,-22.18,-22.1,混合型
000967,华泰柏瑞创新动力灵活配置混合,-10.75,-12.59,-10.23,-11.46,4.66,-13.45,22.9,混合型
580008,东吴新产业精选混合,-10.54,-10.95,-16.44,-22.87,-12.47,-21.38,38.3,混合型
163302,大摩资源优选混合(LOF),-11.47,-16.48,-22.02,-23.28,-6.5,-26.55,570.04,混合型
005233,广发睿毅领先混合,-7.72,-13.9,-12.51,0,0,-8.8,-8.5,混合型
001740,光大保德信中国制造2025灵活配置混合,-8.03,-19.29,-21.28,-26.92,-1.78,-29.61,3.12,混合型
519672,银河蓝筹精选混合,-10.15,-15.62,-16.59,-22.9,1.87,-20.18,81.5,混合型
003593,国泰景气行业灵活配置混合,-18.59,-23.23,-20.56,-28.16,0,-27.17,-10.82,混合型
001808,银华互联网主题灵活配置混合,-11.37,-16.19,-23.19,-34.88,-13.27,-32.16,-38.4,混合型
005800,创金合信春来回报一年期定期开放混合C,-1.15,-1.41,0,0,0,-1.5,-1.5,混合型
006160,博道启航混合A,-2.07,0,0,0,0,-2.71,-2.7,混合型
